date,symbol,open,high,low,close,volume
2019-01-02,ALFA,44.91559791434012,44.984083521319086,44.74799995166829,44.87974381624062,173757
2019-01-03,ALFA,43.78324635269086,43.96880379153209,43.66863704735564,43.85480298059379,201114
2019-01-04,ALFA,44.220694115365305,44.28523786132006,44.13444201628365,44.159126412055855,184414
2019-01-07,ALFA,44.3109096119156,44.51412423424163,44.1892140627732,44.428391625364526,127380
2019-01-08,ALFA,45.46845562069345,45.55800226125271,45.27898641369788,45.39055622083555,349929
2019-01-09,ALFA,44.76207108263945,44.893942057603475,44.65236191831193,44.850831858146606,123525
2019-01-10,ALFA,44.35429428970749,44.43171687557853,44.28133194586693,44.36935182028727,150521
2019-01-11,ALFA,43.92053014948703,43.97922019741811,43.784950245839106,43.85050733455111,107615
2019-01-14,ALFA,43.02594658554198,43.0502774042898,42.96414238984441,43.01822874950609,186222
2019-01-15,ALFA,40.78286603643402,40.805723993117155,40.70590985747159,40.73296620674933,169020
2019-01-16,ALFA,41.60119167967877,41.70849124585206,41.518125398842884,41.562621860042846,197070
2019-01-17,ALFA,42.37177996170666,42.42189209237285,42.24296777894151,42.29018515497678,105370
2019-01-18,ALFA,41.03400578192523,41.10766990253953,40.89866527811934,40.968729699525845,214964
2019-01-21,ALFA,40.583951509450856,40.66222752715777,40.4878239148128,40.611592427837955,133004
2019-01-22,ALFA,40.03090270270669,40.14505875239721,39.92556383609806,39.992932914258276,156803
2019-01-23,ALFA,39.325731672903196,39.46124658480509,39.30038186882243,39.41598749654345,205436
2019-01-24,ALFA,37.69096594632154,37.75357605602336,37.58187040641643,37.69423996853036,173740
2019-01-25,ALFA,37.25375626577658,37.35366434400278,37.10177847365737,37.2080749038055,176837
2019-01-28,ALFA,37.693645020385276,37.79183070538896,37.59325890381259,37.686078730531555,198748
2019-01-29,ALFA,39.80064662836932,39.83906434360535,39.65553996671179,39.77399965557803,181171
2019-01-30,ALFA,40.10051883525423,40.213899898545314,40.0258835157318,40.11335143990854,149450
2019-01-31,ALFA,40.29350891299079,40.35981056095875,40.10845103140945,40.2253830370903,156120
2019-02-01,ALFA,39.7968843521533,39.86964365756289,39.76946379733256,39.80168537714009,171608
2019-02-04,ALFA,39.28498571177558,39.34520745263272,39.2294288114934,39.312432680218215,130106
2019-02-05,ALFA,40.164027304356786,40.19220252150724,40.068033228482655,40.1106890679235,208772
2019-02-06,ALFA,40.28034357182843,40.459065042115476,40.24048284026337,40.36542338461243,174933
2019-02-07,ALFA,39.86966183037569,39.93908100693169,39.80577655259166,39.83972028798467,165825
2019-02-08,ALFA,38.94273462439947,39.065824691177376,38.862667033912,39.00372581570153,219284
2019-02-11,ALFA,38.95485661758797,39.04537876701803,38.78494201017425,38.88032729751339,157940
2019-02-12,ALFA,38.44104282775881,38.54892461437254,38.36624632249657,38.45609996297468,155499
2019-02-13,ALFA,38.46807391224468,38.50259017704871,38.426925872560304,38.460286585673565,144183
2019-02-14,ALFA,38.307888532269686,38.38548356905026,38.187420991454445,38.28419614328763,177329
2019-02-15,ALFA,38.49513209017075,38.63924818245265,38.41468162298658,38.60688074479821,175801
2019-02-18,ALFA,37.56740988417471,37.69354590308443,37.51217022876999,37.60410687704644,137782
2019-02-19,ALFA,38.544449164436585,38.62702632557894,38.40010857326145,38.48420910595961,155682
2019-02-20,ALFA,40.856355722255515,40.974493368236885,40.756330241833425,40.80324427986736,138012
2019-02-21,ALFA,41.865133387230465,41.89328329530628,41.7903300120035,41.84736715830526,136459
2019-02-22,ALFA,41.96409973165499,42.076237932010024,41.84686401323023,42.049215558559936,105611
2019-02-25,ALFA,42.881594584242045,42.933286960868934,42.791428751413626,42.84396664811797,153625
